hal_title,year,hal_id,booktitle,core_title,Acronym,Source,Rank,Primary FoR,distance,method
Attitude Control for Fractionated Space Systems,2022,hal-03890546,ACA 2022 - 22nd IFAC Symposium on Automatic Control in Aerospace,International Federation of Automatic Control World Congress,IFAC,CORE2018,C,,,token
ASVspoof 2021: accelerating progress in spoofed and deepfake speech detection,2021,hal-03360794,ASVspoof 2021 Workshop - Automatic Speaker Verification and Spoofing Coutermeasures Challenge,,,,,,,
Agency in Co-Creativity: Towards a Structured Analysis of a Concept,2021,hal-03533245,ICCC 2021 - 12th International Conference on Computational Creativity,IEEE International Conference on Computational Cybernetics,ICCC,CORE2018,C, 801,,token
Agency in Co-Creativity: Towards a Structured Analysis of a Concept,2021,hal-03533245,ICCC 2021 - 12th International Conference on Computational Creativity,International Conference on Chinese Computing,ICCC,CORE2018,C, 899,,token
Agency in Co-Creativity: Towards a Structured Analysis of a Concept,2021,hal-03533245,ICCC 2021 - 12th International Conference on Computational Creativity,International Conference on Computational Creativity,ICCC,CORE2021,Unranked,  46,,token
"TRAIL-induced apoptosis signaling modeling identifies dynamic signs of efficient cell death initiation, enabling an early prediction of the cell response",2021,hal-03522480,CMSB 2021 - 19th International Conference on Computational Methods in Systems Biology,International Conference on Computational Molecular Biology,RECOMB,CORE2021,B,4601,32,score
Explainable Thermal to Visible Face Recognition Using Latent-Guided Generative Adversarial Network,2021,hal-03523037,FG 2021 - IEEE International Conference on Automatic Face and Gesture Recognition,IEEE International Conference on Automatic Face and Gesture Recognition,FG,CORE2021,C,4603,,token
Enforcing Fine-grained Constant-time Policies,2022,hal-03844366,CCS '22: 2022 ACM SIGSAC Conference on Computer and Communications Security,ACM Conference on Computer and Communications Security,CCS,CORE2021,A,4604,,token
Extending the Identification of Object-Oriented Variability Implementations using Usage Relationships,2021,hal-03284626,SPLC 2021 - 25th ACM International Systems and Software Product Line Conference,Software Product Lines Conference,SPLC,CORE2021,B,4612,,token
Normalisation v\'erifi\'ee du langage Lustre,2021,hal-03287572,JFLA 2021 - 32\`eme Journ\'ees Francophones des Langages Applicatifs,"Conference on Orders, Algorithms and Applications",Ordal,CORE2018,C, 802,44,score
Normalisation v\'erifi\'ee du langage Lustre,2021,hal-03287572,JFLA 2021 - 32\`eme Journ\'ees Francophones des Langages Applicatifs,Digital Image Computing Techniques and Applications,DICTA,CORE2021,Australasian B,4603,44,score
Normalisation v\'erifi\'ee du langage Lustre,2021,hal-03287572,JFLA 2021 - 32\`eme Journ\'ees Francophones des Langages Applicatifs,International Conference on Machine Learning and Applications,ICMLA,CORE2021,C,4611,44,score
Normalisation v\'erifi\'ee du langage Lustre,2021,hal-03287572,JFLA 2021 - 32\`eme Journ\'ees Francophones des Langages Applicatifs,"Language Descriptions, Tools and Applications",LDTA,CORE2018,B, 803,44,score
KartoGraphI: Drawing a Map of Linked Data,2022,hal-03652865,ESWC 2022 - 19th European Semantic Web Conferences,Extended Semantic Web Conference (was European Semantic Web Conference),ESWC,CORE2021,A,4605,,token
Linked Data Ground Truth for Quantitative and Qualitative Evaluation of Explanations for Relational Graph Convolutional Network Link Prediction on Knowledge Graphs,2021,hal-03430113,WI-IAT 2021 - 20th IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology,IEEE/WIC/ACM International Conference on Web Intelligence (previously joint with Intelligent Agent Technology WI-IAT),WI,CORE2021,B,4602,,token
Linked Data Ground Truth for Quantitative and Qualitative Evaluation of Explanations for Relational Graph Convolutional Network Link Prediction on Knowledge Graphs,2021,hal-03430113,WI-IAT 2021 - 20th IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology,Australasian Women in Computing Workshop,WIC,CORE2018,Australasian, 899,,token
Hunting the Haunter -Efficient Relational Symbolic Execution for Spectre with Haunted RelSE,2021,hal-03363263,NDSS 2021 - Network and Distributed Systems Security,Usenix Network and Distributed System Security Symposium,NDSS,CORE2021,A,4604,,token
A Conditional Randomization Test for Sparse Logistic Regression in High-Dimension,2022,hal-03680792,NeurIPS 2022,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A,4611,,token
Quantum Boomerang Attacks and Some Applications,2021,hal-03528590,SAC 2021 - Selected Areas in Cryptography,ACM Symposium on Applied Computing,SAC,CORE2021,Multiconference,4601,,token
Quantum Boomerang Attacks and Some Applications,2021,hal-03528590,SAC 2021 - Selected Areas in Cryptography,Selected Areas in Cryptography,SAC,CORE2021,B,4604,,token
A multidimensional colored packing approach for network slicing with dedicated protection,2021,hal-03364714,GLOBECOM 2021 - IEEE Global Communications Conference,IEEE Global Telecommunications Conference,GLOBECOM,CORE2021,B,4606,,token
Motion Compensation-based Low-Complexity Decoder Side Depth Estimation for MPEG Immersive Video,2022,hal-03833539,MMSP 2022 - IEEE 24th International Workshop on Multimedia Signal Processing,International Workshop on Multimedia Signal Processing,MMSP,CORE2021,B,4603,,token
Renal Cell Carcinoma Classification from~Vascular Morphology,2021,hal-03449971,MICCAI 2021 - 24th International Conference on Medical Image Computing and Computer Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2021,A,4601,,token
A single-source C++20 HLS flow for function evaluation on FPGA and beyond,2022,hal-03684757,HEART 2022 - 12th International Symposium on Highly Efficient Accelerators and Reconfigurable Technologies,,,,,,,
New Representations of the AES Key Schedule,2021,hal-03529224,EUROCRYPT 2021 - 40th Annual International Conference on the Theory and Applications of Cryptographic Techniques,International Conference on the Theory and Application of Cryptographic Techniques,EuroCrypt,CORE2021,A,4604,,token
A Composable Glitch-Aware Delay Model,2021,hal-03451070,GLSVLSI '21: Great Lakes Symposium on VLSI 2021,Symposia on VLSI Technology and Circuits,VLSI,CORE2018,A,1005,,token
Closed-loop control of complex systems using deep Reinforcement Learning,2021,hal-03451355,Euromech colloquium on Machine learning methods for turbulent separated flows,European Conference on Machine Learning (Joined with PKDD from 2008),ECML,CORE2014,A, 801,42,score
Human posture prediction during physical human-robot interaction,2021,hal-03451961,"International Conference on Humanoid Robots, HUMANOIDS 2020",IEEE-RAS International Conference on Humanoid Robots,Humanoids,ERA2010,C, 902,,token
LivingFog: Leveraging fog computing and LoRaWAN technologies for smart marina management (experience paper),2022,hal-03531372,"ICIN 2022 - 25th Conference on Innovation in Clouds, Internet and Networks","Conference on Innovation in Clouds, Internet and Networks",ICIN,CORE2021,National France,4606,,token
Iterative Learning for Model Reactive Control: Application to Autonomous Multi-agent Control,2021,hal-03453997,"7th International Conference on Automation, Robotics and Applications (ICARA)","International Conference on Automation, Robotics and Control Systems",ARCS,ERA2010,C, 910,21,score
Spacetime Trefftz-DG formulation for Wave Propagation using Tent-Pitching Meshes,2021,hal-03533374,Eccomas Congress 2020 \& WCCM 2020 - European Congress on Computational Methods in Applied Sciences and Engineering \& 14th World Congress in Computational Mechanics,World Congress on Computational Mechanics,WCCM,ERA2010,A, 905,,token
Embedding Intensional Semantics into Inquisitive Semantics,2021,hal-03541183,MOL 2021 - 17th Meeting on the Mathematics of Language,Practical Aspects of Declarative Languages,PADL,CORE2021,B,4612,34,score
On the invertibility of a voice privacy system using embedding alignement,2021,hal-03356021,ASRU 2021 - IEEE Automatic Speech Recognition and Understanding Workshop,IEEE Automatic Speech Recognition and Understanding Workshop,ASRU,CORE2021,C,4602,,token
Q-Learning-Based Noise Covariance Adaptation in Kalman Filter for MARG Sensors Attitude Estimation,2022,hal-03555546,Inertial 2022 - 9th IEEE International Symposium on Inertial Sensors \& Systems,IEEE International Symposium on Intelligent Control,ISIC,CORE2018,B,1005,38,score
Schema Inference for Property Graphs,2021,hal-03361480,EDBT 2021 - 24th International Conference on Extending Database Technology,Extending Database Technology,EDBT,CORE2021,A,4605,,token
Repr\'esentations Interm\'ediaires Interactives pour la Manipulation de Code LaTeX,2021,hal-03442898,32\`eme Conf\'erence Francophone sur l'Interaction Homme-Machine (IHM '20'21),Conference of the European Association for Machine Translation,EAMT,CORE2021,B,4602,46,score
Repr\'esentations Interm\'ediaires Interactives pour la Manipulation de Code LaTeX,2021,hal-03442898,32\`eme Conf\'erence Francophone sur l'Interaction Homme-Machine (IHM '20'21),"IEEE Conference on Robotics, Automation and Mechatronics",,ERA2010,A, 913,46,score
Towards the prediction of the vocal tract shape from the sequence of phonemes to be articulated,2021,hal-03360113,INTERSPEECH 2021,Annual Conference of the International Speech Communication Association (was Eurospeech),Interspeech,CORE2014,A, 801,,token
Towards the prediction of the vocal tract shape from the sequence of phonemes to be articulated,2021,hal-03360113,INTERSPEECH 2021,Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,CORE2021,A,4602,,token
Multilingual Auxiliary Tasks Training: Bridging the Gap between Languages for Zero-Shot Transfer of Hate Speech Detection Models,2022,hal-03840070,AACL-IJCNLP 2022 -  2nd Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics and the 12th International Joint Conference on Natural Language Processing,International Joint Conference on Natural Language Processing,IJCNLP,CORE2021,B,4602,,token
When Locality is not enough: Boosting Peer Selection of Hybrid CDN-P2P Live Streaming Systems using Machine Learning,2021,hal-03441537,IFIP TMA 2021 - Network Traffic Measurement and Analysis Conference,International Construction Management and Economics Conference,SIBRAGEC,ERA2010,B,1202,35,score
Mediating Intimacy with DearBoard: a Co-Customizable Keyboard for Everyday Messaging,2021,hal-03603480,CHI 2021 - ACM Conference on Human Factors in Computing Systems,International Conference on Human Factors in Computing Systems,CHI,CORE2021,A,4608,,token
Analyse orient\'ee corpus d'universaux de Greenberg sur Universal Dependencies,2021,hal-03462112,"Journ\'ees LIFT 2021 - Linguistique informatique, formelle et de terrain","Workshop on Logic, Language, Information and Computation",WoLLIC,CORE2021,B,4613,47,score
SonicHoop: Using Interactive Sonification to Support Aerial Hoop Practices,2021,hal-03266906,CHI '21 - Conference on Human Factors in Computing Systems,International Conference on Human Factors in Computing Systems,CHI,CORE2021,A,4608,,token
Dynamic LoRa PHY layer for MAC experimentation using FIT/CorteXlab testbed,2021,hal-03465187,European GNU Radio Days 2021,European Grid Conference,EGC,CORE2018,B,,16,score
Dynamic LoRa PHY layer for MAC experimentation using FIT/CorteXlab testbed,2021,hal-03465187,European GNU Radio Days 2021,European Simulation Symposium,ESS,CORE2018,B, 801,16,score
History Aware Multimodal Transformer for Vision-and-Language Navigation,2021,hal-03464975,NeurIPS 2021 - Thirty-fifth Conference on Neural Information Processing Systems,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A,4611,,token
Testing consensus implementations using communication closure,2021,hal-03134294,"SPLASH 2020 : ACM SIGPLAN conference on Systems, Programming, Languages, and Applications: Software for Humanity",,,,,,,
On dialogue modeling: a dynamic epistemic inquisitive approach,2020,hal-03065236,New Frontiers in Artificial Intelligence. JSAI-isAI 2020.,Conference on Artificial Intelligence for Applications,CAIA,CORE2018,B, 801,26,score
Reconstruction de la forme d'une pi\`ece par super-r\'esolution \`a l'aide de r\'eponses impulsionnelles,2022,hal-03847811,"16\`eme Congr\`es Fran\c cais d'Acoustique, CFA2022",Geo congress of the Geo-Institute of ASCE,,ERA2010,A, 905,33,score
Cr\'eation de jeux s\'erieux \`a l'aide d'un langage d\'edi\'e pour des exp\'eriences incarn\'ees en r\'ealit\'e virtuelle,2021,hal-03464373,Les journ\'ees Fran\c caises de l'Informatique Graphique,European Conference of Information Warfare,ECIW,CORE2018,C, 806,32,score
A Study of the Plausibility of Attention between RNN Encoders in Natural Language Inference,2021,hal-03372669,ICMLA 2021 - 20th IEEE International Conference on Machine Learning and Applications,International Conference on Machine Learning and Applications,ICMLA,CORE2021,C,4611,,token
